longitude,latitude,Nom de l'installation,prompt
49.3046712907,2.57738027302,HUTTENES ALBERTUS FRANCE,seveso
48.2562279739,1.97206339721,COOPERATIVE AGRICOLE DE BOISSEAUX,seveso
43.8411140486,1.29508679182,ND LOGISTICS,seveso
45.5180942172,5.99998932477,ENTREPOT PETROLIER DE CHAMBERY,seveso
44.8987345535,4.88159010594,COMPAGNIE DISTRIBUTION DES HYDROCARBURES,seveso
45.0480515276,5.08526017876,COURBIS SYNTHESE,seveso
47.6159738928,5.14222458972,EXPLOSIFS DU CENTRE-EST,seveso
47.6380531287,2.75857099122,VWR INTERN,seveso
47.4185689581,5.70231728691,FAIVRE SAS,seveso
48.2337356129,4.11618932708,IMMOTROYES 1 SARL,seveso
45.0226345795,-0.59029635391,COBOGAL,seveso
43.7076141397,4.27974368235,UNION FRANCAISE DES ALCOOLS ET BRANDIES,seveso
43.412033248,3.71784291767,SEA INVEST SETE,seveso
43.746237871,4.43319273858,GOODMAN SAINT GILLES LOGISTICS,seveso
49.4595883978,1.04981997409,HEXION (ex.MOMENTIVE SPECIALTY CHEMICALS,seveso
45.0533310157,5.0976555982,FRANCO-BELGE DE FABRICATION DE COMBUSTIB,seveso
49.5067778231,2.93861161172,INEOS STYRENICS RIBECOURT SAS,seveso
48.9480053347,2.29450067428,TRAPIL,seveso
43.7824615371,4.65323921489,FIBRE EXCELLENCE TARASCON,seveso
50.5844162502,3.17363168928,LABORATOIRES ANIOS,seveso
45.4404547268,4.76771548346,TOURMALINE REAL ESTATE,seveso
45.7063249656,4.84907977067,RHODIA OPERATIONS,seveso
44.9277263892,-0.606737814323,UNIVAR (ex LAMBERT-RIVIERE),seveso
48.0792372647,2.41576703203,ARGOS FRANCE DEPOT,seveso
48.003205873,5.43170929788,PREVOT Jacques SARL,seveso
49.9404908683,2.28078532091,PROCTER et GAMBLE (PFL) ex GAZELEY,seveso
48.968823271,4.34272973535,ECOLAB PRODUCTION FRANCE,seveso
48.1819243014,2.71987123003,OUVRE FILS Sucrerie et Distillerie,seveso
47.3249133181,-2.12131261446,AIR LIQUIDE FRANCE INDUSTRIE (Ex-SOGIF),seveso
43.3787975236,-0.603209443664,FINORGA SAS,seveso
45.60771829,5.2622878341,EDF ENR PWT,seveso
49.603240994,3.50660038469,Direction Générale de la Sécurité Civile,seveso
43.6561405751,6.93609854447,CENTIPHARM,seveso
46.138674512,3.45161667052,LAGARDE SA,seveso
48.2339553855,-2.70534432028,EPC-FRANCE (ex Nitro Bickford GIE),seveso
49.4727383454,0.284452042503,ERAMET,seveso
48.077711333,1.88249075787,ND LOGISTICS IV,seveso
43.4993831034,5.17129044992,COMPAGNIE PETROCHIMIQUE DE BERRE SAS,seveso
46.7697622637,4.85552725059,UNITED INITIATORS SAS (exAzelisperoxyde),seveso
43.588676775,2.18557080742,OMG BORCHERS SAS,seveso
46.6213680254,1.04971819489,BUTAGAZ SAS,seveso
48.6289932287,2.59657797637,PROLOGIS  FRANCE XCV Eurl,seveso
43.9234168511,1.25989725834,LOGITIA S.A.S (ex INVIVO ),seveso
45.7116729288,4.83655560253,STOCKAGES PETROLIERS DU RHONE,seveso
47.2853236358,5.04762774041,ENTREPOT PETROLIER DE DIJON,seveso
43.4482852331,6.68742378083,DPCA,seveso
49.4589867201,2.21703820334,BORDAGE,seveso
49.9319123604,2.27028777541,BRENNTAG SPECIALITE,seveso
49.1433105011,6.70825030717,TPF,seveso
43.8324989956,-0.537630508165,MAISADOUR SCA,seveso
44.9094689906,-0.534322972966,SEA INVEST BORDEAUX SAS,seveso
47.9387823875,-1.66699590634,PROVIMI FRANCE ex Celtic Nutrition Anim,seveso
48.6990513312,4.97411271051,STORENGY,seveso
47.2660279423,0.952417100979,EPC FRANCE,seveso
43.7843874946,4.63535522141,SOCODELI (Beaucaire),seveso
43.3952138501,5.03522390431,UNIVAR (Martigues),seveso
46.3528585189,2.60163615842,ALL'CHEM S.A,seveso
44.136181253,4.61141014348,PERRET SA,seveso
43.4519601276,1.62351424077,ARTERRIS,seveso
48.5971380464,7.79871984446,BOLLORE ENERGIE Strasbourg,seveso
46.1051037089,4.72524183814,CEREGRAIN DISTRIBUTION,seveso
49.6078005858,3.23560643467,DOW FRANCE SAS,seveso
43.5303616839,1.38093630041,LINDE France SA,seveso
48.3176931944,-1.20963787513,CHIMIREC,seveso
48.6764157094,5.82531179739,CAL (Coopérative Lorraine-Ecrouves),seveso
48.3929631352,2.97628067998,QUARON,seveso
49.1435790774,6.70829698906,TPF,seveso
49.7660075407,2.90721616473,AJINOMOTO FOODS EUROPE,seveso
43.423930953,4.84371576187,LYONDELL CHIMIE SAS,seveso
45.5831515129,4.78774829726,FINORGA-NOVASEP,seveso
47.2634888581,3.07142507174,ARDI S.A,seveso
46.0132416428,3.19283704325,LIMAGRAIN,seveso
48.7283411987,4.60763121951,VIVESCIA,seveso
50.4462089293,3.27103046169,MINAKEM BEUVRY PRODUCTION,seveso
49.4089403391,1.01593903994,RUBIS TERMINAL CRD,seveso
46.2188585406,-0.133864030603,RHODIA  OPERATIONS (Groupe SOLVAY),seveso
50.4923878422,2.87120679438,STYROLUTION FRANCE SAS,seveso
48.4308421755,1.45526026328,SCAEL,seveso
48.3898087261,-4.45332204809,IMPORGAL (Sté),seveso
44.8421561417,-0.712774690577,SABENA TECHNICS BOD SAS,seveso
47.516965724,0.126662307507,CARPENTER SAS,seveso
47.7619482096,7.52230971231,TYM Hombourg,seveso
50.3786187376,3.10637800044,AIR LIQUIDE FRANCE INDUSTRIE (ALFI),seveso
48.6401461751,-1.98523182058,EVTV,seveso
50.967015495,1.90054630259,INTEROR,seveso
43.7906027066,4.63683748913,LA GLORIETTE DISTRIBUTION SAS,seveso
50.231578191,3.8963719855,ARF,seveso
47.6512281644,6.10113583728,SITA FD SAS,seveso
50.9917116758,2.15837819394,BASF Agri-Production,seveso
49.7682969929,2.90504804015,TEREOS SYRAL SAS(ex SYRAL SAS),seveso
49.011560968,7.03296111921,INEOS Polymers SARRALBE SAS,seveso
48.5418231641,2.10686855587,KMG Chemicals Inc.,seveso
45.2640087492,5.8777289505,SOITEC,seveso
48.4935072938,1.57130960944,PRIMAGAZ CGP,seveso
43.9982416708,0.357672959378,VAL DE GASCOGNE,seveso
45.9991345515,4.74116404513,SAS RHONE SAONE ENGRAIS,seveso
43.3988083046,5.01529557199,BIOCAR,seveso
48.0358548262,3.3128431392,BERNER,seveso
48.09095875,1.88440055847,TEREOS FRANCE,seveso
43.3694117507,-0.582932891279,AIR LIQUIDE FRANCE INDUSTRIES,seveso
44.9959328486,-0.547186387266,EPG,seveso
49.1592847923,2.26228639304,VICTOR MARTINET,seveso
47.0384202199,5.40583612276,SOLVAY TAVAUX,seveso
47.203887999,-1.67966114124,ARCELORMITTAL ATLANTIQUE ET LORRAINE,seveso
47.5833727983,7.57904445914,TOGETHER FOR LEATHER,seveso
43.67160338,4.45215624893,DE SANGOSSE,seveso
45.6556796758,-0.224447700857,FRANCOIS EYMARD,seveso
49.30893835,1.1763128136,ASHLAND SPECIALTIES France,seveso
45.0533388352,5.09628353909,EXSTO SAS,seveso
46.9681991938,0.607718865606,CENTRE OUEST CEREALES,seveso
45.8202174179,4.87719074011,COTELLE SA,seveso
48.609582984,6.19118042772,SEVEAL,seveso
45.2736595686,6.36734714113,TRIMET,seveso
47.94025147,1.83397585518,AMF QSE (ex SINOUHE),seveso
49.4813526291,0.534624133225,PRIMAGAZ,seveso
48.7073694572,3.73153434954,BBGR 2 - ZI,seveso
45.6956169893,-0.146256714955,HENNESSY,seveso
45.0011654934,-0.550414350944,YARA FRANCE,seveso
49.0098011863,7.02986806173,BP POLYPROPYLENE FRANCE SAS,seveso
45.2408498969,5.67779102173,SICO,seveso
44.9109554696,0.261152398638,SAS BREZAC Artifices,seveso
43.3877913739,4.82888766217,DEULEP,seveso
49.2657751034,2.07985608793,HEMPEL (France) SAS,seveso
48.3892959992,-4.45543363464,STOCKBREST (STB2),seveso
46.9913710633,-1.82432201466,COINTREAU,seveso
49.2280352312,6.05492321307,CEDILOR,seveso
47.0366928873,2.30934138023,MBDA France,seveso
48.5983743142,2.88001094208,FM FRANCE SAS,seveso
43.4818833324,6.51214471885,STOGAZ,seveso
45.7270126598,4.97349464965,CHIMIMECA,seveso
43.3777060363,5.02200896853,KEM ONE France,seveso
45.6304876436,4.82176985355,AMPERE INDUSTRIE,seveso
48.1612919303,2.05158690326,STCM 2,seveso
46.8249032028,4.86475020281,SOBOTRAM TRANSPORT,seveso
48.9424175943,2.41979147757,CHIMIREC,seveso
49.0572515755,3.17470943407,Storengy,seveso
45.2670372922,5.88432895713,ST MICROELECTRONICS,seveso
43.8263191522,-0.968003918474,AGRALIA SCA,seveso
47.118657784,0.191030385319,PPM CHIMIREC Site 1,seveso
50.2872008139,2.82172861048,FM FRANCE SAS,seveso
43.4001857835,5.0031375427,LBC  Marseille,seveso
44.6206734874,-0.787315529422,DBP AQUITAINE,seveso
46.3154402537,3.3088086374,VAL'LIMAGNE.COOP,seveso
45.8414059789,5.06592096065,HEXCEL COMPOSITES SA,seveso
45.8393782004,5.27329491529,TREDI,seveso
48.8456460223,2.78831467127,AUVALIS,seveso
44.1147858709,1.4782409859,TERMINAL MIDI-PYRENEES SAS,seveso
43.4801685307,5.22932433753,BUTAGAZ  SAS,seveso
45.3365395339,4.79736412079,HLOG,seveso
49.1434003078,6.70825674174,TPF,seveso
50.9671473699,1.89922220852,SYNTHEXIM (site des Dunes),seveso
49.1849536155,-0.324401871342,BOLLORE ENERGIE ex LCN -,seveso
49.0471399079,2.14267781099,AMPERE INDUSTRIE,seveso
50.5301931123,2.56880337696,CRODA CHOCQUES SAS,seveso
47.7892907939,7.51927144791,BOREALIS PEC RHIN,seveso
49.3488107882,1.11507602306,TOYO INK EUROPE SPECIALTY CHEMICALS S.A,seveso
47.7551454089,7.3040532972,RHODIA Opérations,seveso
47.7707619019,-0.26809698651,ALSETEX SAE (Groupe LACROIX),seveso
43.6347501395,3.41296663401,SYSTEME U,seveso
48.9737123398,2.16120981459,SIAAP,seveso
47.4023439449,5.32685077592,DIJON CEREALES-mirebeau,seveso
44.8828982474,0.250445598378,SAS BREZAC Artifices,seveso
43.9152534328,1.90737679055,SA PIERRE FABRE MEDICAMENT,seveso
43.9033661227,4.70174578009,SANOFI-CHIMIE,seveso
51.0109371584,2.15623333108,BEFESA  VALERA SAS,seveso
48.9739858667,1.79438376935,TOTAL RAFFINAGE FRANCE,seveso
47.3074887731,-2.11915869377,YARA FRANCE,seveso
47.2203347449,0.901175485114,AGRIAL CENTRE APPRO,seveso
49.9330500697,2.27125961214,BRENNTAG PICARDIE,seveso
48.2355795471,4.07851341255,PROLOGIS FRANCE LXI,seveso
44.7449673218,4.7971300084,ANTARGAZ,seveso
50.2979305672,2.82820858915,CECA SA,seveso
49.4393230419,2.08418417395,PROLOGIS,seveso
50.6078418644,3.02421507421,PRODUITS CHIMIQUES DE LOOS,seveso
49.4361554936,1.05913125378,LUBRIZOL ROUEN,seveso
49.1443280584,6.710861322,PROTELOR,seveso
47.8129595162,1.95094943582,BRENNTAG,seveso
48.4657879146,-2.79169922998,SOCIETE PETROLIERE DE DEPOTS,seveso
47.5138819403,6.86608407827,SOTREFI,seveso
49.4726241943,0.246341735132,CARE,seveso
46.7571682153,5.57780360026,V33,seveso
47.871686795,-0.506098963416,BRENNTAG MAINE BRETAGNE,seveso
48.1836623106,2.24635041191,ISOCHEM,seveso
43.7819477277,7.33566918092,BRENNTAG,seveso
43.3333924684,5.38026193335,CEREXAGRI SA,seveso
48.9801813137,2.63254621588,MESSER FRANCE,seveso
49.7074511732,4.91026766046,ACTEGA-RHENACOAT,seveso
48.6898159983,6.96421932417,ORSIMA ( ex HOLCIM FRANCE),seveso
47.4733553601,2.41895984943,BUTAGAZ SAS,seveso
45.847468397,5.10158211802,ARKEMA FRANCE,seveso
50.3577794774,3.27570658517,OSTREVENT DEVELOPPEMENT,seveso
51.008762617,2.37734980237,SOGETRA,seveso
49.2285019897,2.40870466455,MESSER FRANCE SAS  (ex PRAXAIR),seveso
48.8986135734,2.18238930877,SOCIETE DES LUBRIFIANTS DE NANTERRE,seveso
47.4601507493,0.675525072183,DE SANGOSSE JARDIN,seveso
45.5710737157,4.79673352527,SCORI,seveso
48.2160940246,-3.51594579899,TITANOBEL,seveso
45.0051125608,-0.560866457539,EDF CPE Site d' Ambès,seveso
49.4721005255,0.292917513098,SEDIBEX,seveso
48.6129491558,7.49720659774,CAH Marlenheim,seveso
49.3545059777,0.990875851585,SAIPOL,seveso
45.7701673423,5.03089814555,CHROMALPES,seveso
48.7182283552,2.39906272493,SMCA,seveso
43.3866617726,5.01081097846,Petroineos Manufacturing France SAS,seveso
42.5285903093,9.44670635918,EDF PEI,seveso
45.3426698837,4.79924787481,LINDE GAS,seveso
48.5010668466,3.79555769965,SEVEAL - Maizières-la-Gde-Paroisse,seveso
47.6349694975,1.28954159496,APPROSERVICE,seveso
48.9830665944,2.63805906086,GAZECHIM,seveso
43.6231894329,4.78225191919,MAREVA PISCINES ET FILTRATIONS,seveso
46.6010585885,4.06502676366,APERAM STAINLESS FRANCE,seveso
43.705569814,4.63242324501,DAHER INTERNATIONAL,seveso
47.2513834759,1.95332028643,BERNARDY SAS,seveso
49.489202988,0.19169711091,SIGALNOR,seveso
50.2826564158,4.02710416473,AGC FRANCE SAS,seveso
49.2273666823,2.91511221877,FM FRANCE,seveso
45.4422286796,4.76717056163,ADISSEO FRANCE SAS,seveso
49.2064555566,5.64620390715,REICHHOLD,seveso
48.4521774776,2.14789768445,TRIADIS,seveso
43.3826303041,5.01322425292,OXOCHIMIE,seveso
48.0900679232,3.28267492643,AIR LIQUIDE France INDUSTRIE,seveso
47.6029022294,7.58683964608,RUBIS TERMINAL,seveso
48.5978689187,7.80695237032,WAGRAM TERMINAL SAS,seveso
49.6693082407,3.27138830245,SODEPACK,seveso
49.1676983351,1.38158333306,NUFARM SA,seveso
46.6591302602,-1.2238978045,CAVAC UCAV,seveso
49.6529604843,1.83358112249,SAVERGLASS (SAV ...),seveso
47.5975506091,7.58696609435,CARPENTER PUR,seveso
45.9975670636,3.08940486207,IKO INSULATIONS,seveso
49.5109810394,0.218073541306,PPG COATINGS SA,seveso
48.0796480366,-0.740105494539,CAM - UFM,seveso
49.4901046859,0.536978974469,LANXESS,seveso
43.4238571522,5.25264227008,AIR LIQUIDE,seveso
48.5574613518,7.74411994582,JOHNSON CONTROLS ROTH Strasbourg,seveso
50.466835653,2.73292467272,MAXAM TAN,seveso
49.3414080154,4.17439401795,CRISTANOL,seveso
45.1236489936,5.7060760507,SITA REKEM,seveso
47.2829358552,-2.20295537494,STOCKOUEST,seveso
50.4091652887,3.07438488359,NYRSTAR FRANCE,seveso
47.8267735202,1.67653312817,ID LOGISTICS,seveso
43.3827179941,5.04836692391,INEOS DERIVATIVES LAVERA LPG (IDL - LPG),seveso
44.2702783759,4.71253923949,BUTAGAZ,seveso
47.0453905469,-0.877882415698,PARCOLOG SARL,seveso
48.540377485,2.35499868434,ISOCHEM VLP,seveso
45.8819028247,0.914405833551,EUROCUP,seveso
49.0378099607,2.55247161757,SMCA Manutention Carburant Aviation,seveso
47.1987253314,-1.63696153465,MESSER FRANCE,seveso
48.7864376418,2.41834040097,EDF  CETAC,seveso
49.2567931196,1.18338768613,CARLO ERBA REAGENTS,seveso
49.2156031872,5.63062079097,VITHERM FRANCE,seveso
43.8665156439,-1.15214744585,FIRMENICH Productions SAS,seveso
47.8888870068,6.41407287176,GRANDES DISTILLERIES PEUREUX,seveso
47.3139452637,5.39961634186,TITANOBEL,seveso
47.9605507035,1.85077552066,DERET LOGISTIQUE,seveso
47.528878048,-0.621096994999,AREVA NP,seveso
49.5409660603,1.06091846498,BRENNTAG S.A.,seveso
49.1631186233,6.32064240243,EPC FRANCE,seveso
49.2445417584,1.17063289087,VALDEPHARM,seveso
49.3346699026,6.14174245003,ARCELORMITTAL ATLANTIQUE ET LORRAINE,seveso
50.4513579913,2.9281132152,SOTRENOR,seveso
48.6731685358,1.30331339909,SOUFFLET AGRICULTURE,seveso
48.6673866424,2.4020092956,CIM INDUSTRIELLE MARITIME,seveso
47.8147300739,7.53677289617,LINDE FRANCE,seveso
49.2083026912,6.18933298547,SPLRL,seveso
44.2068270707,5.93181763027,SANOFI CHIMIE,seveso
48.2339223154,1.03520056265,CMS HIGH-TECH,seveso
45.5746628894,4.9132665385,TOTAL FRANCE,seveso
45.3425347308,4.79195086224,TREDI SALAISE,seveso
49.1101967774,6.18601892667,UNION FERTILOR,seveso
48.6640751527,7.76147293312,WAGRAM TERMINAL SAS,seveso
50.4482764072,2.85385857391,ARKEMA (Atofina),seveso
48.8300336442,3.54898791928,LUNDIN VPU 010 CL,seveso
47.6600097947,7.01226529303,PROLOGIS FRANCE L,seveso
48.7859263345,2.41309231746,EFR FRANCE,seveso
46.7575063298,4.44470867847,BRENNTAG BOURGOGNE,seveso
44.7765891553,-0.665015245463,PRODEC METAL - Canejan,seveso
47.3971655188,1.95670787675,MAXAM - EXCIA,seveso
47.0710589369,2.42435392162,NEXTER MUNITIONS,seveso
48.7630922197,7.9014428972,TOTAL PETROCHEMICALS FRANCE Oberhoffen,seveso
48.7414829472,2.78492802367,BRENNTAG,seveso
45.0499659888,3.09968045372,GRDF,seveso
46.0013669704,4.72476900144,QUARON,seveso
49.1404361542,6.72815575226,ARKEMA,seveso
42.6941128812,2.89773595834,FLUIDRA COMMERCIAL FRANCE,seveso
44.8807526842,-0.363256298749,CIC,seveso
49.2839239991,2.50863445313,ROHM AND HAAS FRANCE SA,seveso
47.0424199036,2.29160576302,NEXTER MUNITIONS,seveso
48.8515800138,2.53121608485,VEOLIA EAU IDF EX CGE,seveso
49.1376505278,5.31604650994,INEOS ENTERPRISES FRANCE SAS,seveso
50.5124675515,2.83379552747,PROLOGIS FRANCE LXXII E.U.R.L.,seveso
48.4254997489,0.767026704376,BFC,seveso
43.0236074985,3.05477452201,FRANGAZ,seveso
47.9825678063,3.740810955,Compagnie des Gaz de Pétrole PRIMAGAZ,seveso
48.3860431159,2.96936813458,BUTAGAZ SAS,seveso
48.9466874573,2.31224024255,RUBIS TERMINAL,seveso
45.6293933547,6.31212734466,FINAGAZ (ex TOTALGAZ),seveso
48.8070551902,0.706390863949,AREVA NP,seveso
45.2918796803,-0.213654694931,SVE,seveso
46.0196925425,1.37433820061,EPC FRANCE,seveso
46.1561961007,0.225673049688,Société Coopérative Agricole COREA,seveso
45.346453176,4.78853896779,RUBIS TERMINAL,seveso
46.3039364646,-0.996706586432,SIMAFEX,seveso
45.3606809069,4.7971598945,NOVACYL,seveso
46.706182912,4.40414844015,MICHELIN,seveso
48.9552985443,2.96762023638,RECTICEL- PROSEAT,seveso
51.0188439755,2.27415625445,AIR LIQUIDE FRANCE INDUSTRIE,seveso
48.532915068,4.12190806104,CRISTAL UNION,seveso
45.3602083143,-0.153750267508,SITA REKEM,seveso
45.6759723194,-0.324330277996,ORECO,seveso
48.2163503928,1.15042086351,VOUZELAUD ARMURERIE,seveso
49.62489395,4.71757422735,EURO BENGALE (SARL),seveso
47.2818092159,1.21896560438,STORENGY,seveso
49.4775649556,0.20761146794,LBC SOGESTROL dépôt 1,seveso
48.6139864372,-2.06978860233,HYPRED,seveso
49.0688168172,2.1796263186,VEOLIA EAU D'ILE DE FRANCE (MERY),seveso
48.5857727635,2.82892375506,VERMILION REP SAS,seveso
43.6131945022,5.00368739501,SYSTEME U_CENTRALE REGIONALE SUD,seveso
46.5800625769,0.352609806428,PROLOGIS FRANCE LXXVIII,seveso
49.3771354798,1.01030563495,BUTAGAZ TRANSITION SAS,seveso
48.7617148254,2.45113033305,SIAAP,seveso
45.7003081308,4.84633347592,KEM ONE,seveso
48.612380732,2.59178137406,GERILOGISTIC,seveso
49.1407980748,6.70916778782,ARKEMA,seveso
48.8580016845,8.1025834918,ROQUETTE FRERES,seveso
47.2771955763,5.05046732063,DIJON CEREALES-longvic,seveso
42.537758297,9.52324404703,BUTAGAZ SAS,seveso
49.6050488785,0.632323824103,CAP SEINE,seveso
43.3772560295,5.00264859839,WILMAR FRANCE HOLDINGS SAS,seveso
51.0428570507,2.32930557831,Société de la Raffinerie de Dunkerque,seveso
45.8141504528,4.88343805412,PYRAGRIC INDUSTRIE,seveso
48.2075412174,6.42837658734,FINAGAZ Golbey (ex-TOTALGAZ Golbey),seveso
43.091943313,0.373949690836,ARKEMA,seveso
43.5029449226,5.17993197389,LINDE FRANCE S.A,seveso
45.6458687146,3.70232129179,SANOFI CHIMIE,seveso
43.3752082921,5.01261943608,APPRYL,seveso
47.3245027258,-2.11896479062,IDEA Services vrac,seveso
49.0572577014,3.94975872698,CSGV,seveso
46.544073104,-1.36330917196,PLANETE ARTIFICES SAS,seveso
46.654222743,0.283852771623,JOUFFRAY DRILLAUD,seveso
45.6422559572,5.12412633888,AIR PRODUCTS LIDA 2,seveso
49.3487440552,1.11195428448,YORKSHIRE FRANCE,seveso
43.4487391228,5.34902324741,EPC FRANCE,seveso
43.4330160958,4.90786082675,ARCELORMITTAL Méditerranée,seveso
49.5032990555,2.92169662868,SECO Fertilisants,seveso
44.0853877744,4.70043243157,FM LOGISTIC,seveso
50.3379969735,2.40878159579,ACT APPRO Ternas,seveso
45.8928162042,4.81211994536,UNIVAR,seveso
49.326656747,6.08197518972,ARCELORMITTAL ATLANTIQUE ET LORRAINE,seveso
45.6343854256,0.0687990159819,SOPPEC SA,seveso
49.3757715562,2.51190304623,ADDIVANT (ex CHEMTURA),seveso
49.2661428164,1.04742301739,PHARMASYNTHESE SA,seveso
49.0818180218,3.38499967575,FM FRANCE S.A.S.,seveso
49.6576633065,3.29413805789,NRJT,seveso
51.0439629222,2.35195472881,RUBIS TERMINAL MOLE V,seveso
43.3833013543,-0.595329823399,GACHES CHIMIE,seveso
44.8065008861,4.78657392543,EURECAT FRANCE SAS,seveso
49.4758556984,0.310909457867,ALFI,seveso
45.7988963004,-0.0533741562573,MARTELL & CO,seveso
49.4726422474,0.327430468606,LE HAVRE GROUPAGE,seveso
46.7682239665,4.85038887927,AIR LIQUIDE ELECTRONICS MATERIALS,seveso
43.4290710154,4.835669328,VINYLFOS,seveso
49.8900286097,2.44797286042,ROQUETTE  FRERES,seveso
45.4378214832,4.32740229264,CHROMOBRONZE,seveso
49.7431807394,3.0562079708,SAINT LOUIS SUCRE,seveso
43.4207304616,4.86089731659,SOLAMAT MEREX,seveso
45.8822787336,6.11520583425,GROUPEMENT PETROLIER HTE-SAVOIE,seveso
47.302943819,-2.14235931828,ELENGY,seveso
48.9933185978,1.65135197024,GOODMAN ROSNY FRANCE,seveso
49.2029360889,4.1433649707,FRANGAZ,seveso
46.6567212141,0.374064568058,PICOTY SA (ex-SAGESS),seveso
47.766332123,7.37428050517,ENTREPOT PETROLIER DE MULHOUSE - EPM,seveso
48.4586076554,1.76911065646,LEGENDRE DELPIERRE,seveso
47.9297280559,-3.89228239728,TRISKALIA,seveso
43.6942113352,6.96542459755,MANE ET FILS LA SARREE,seveso
45.360324334,4.79524478979,BLUESTAR SILICONES FRANCE SAS,seveso
48.0291586684,-1.0362769256,HYDRACHIM (M. FRETIN),seveso
48.5774716619,2.97290629791,BOREALIS CHIMIE,seveso
51.0048192541,2.23707150611,RYSSEN ALCOOLS SAS,seveso
44.899390798,-0.523898597643,CEREXAGRI SA,seveso
48.7278713882,2.84039850883,EDISSIMMO,seveso
46.6416493803,-0.23514379384,AUBRUN-TARTARIN sa,seveso
49.0930931943,2.54358842354,NCS PYROTECHNIE,seveso
48.0465469706,-1.61027910131,TOTAL RAFFINAGE FRANCE,seveso
44.9274536955,-0.620384685702,BARDINET SAS,seveso
50.4717558042,2.59189303455,PPG,seveso
48.2053224197,2.45870054127,COOPERATIVE AGRICOLE REGION DE PUISEAUX,seveso
42.5439400287,9.52408250834,EDF Dépôt intermédiaire (DPM),seveso
48.5812598481,2.5953448988,ND LOGISTICS,seveso
50.0404907305,3.19790941995,GRAINOR BANTEUX,seveso
45.6672899962,-0.354506305927,E.REMY MARTIN & C°,seveso
47.2774685968,-1.88068875823,EDF SA,seveso
43.6257236,6.93641563577,JEANNE ARTHES,seveso
